Region,Region Name,Org Code,Provider name,Date,Total MRI Scans,Total Prostate MRI
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/01/2021,1630,82
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/01/2022,1395,70
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/01/2023,2125,106
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/01/2024,2230,112
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/01/2025,2175,109
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/02/2019,1585,79
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/02/2020,1865,93
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/02/2021,1375,69
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/02/2022,1380,69
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/02/2023,1945,97
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/02/2024,2170,109
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/02/2025,1940,97
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/03/2019,1750,88
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/03/2020,1700,85
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/03/2021,1520,76
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/03/2022,1990,100
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/03/2023,2070,104
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/03/2024,2015,101
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/03/2025,2515,126
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/04/2019,1670,84
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/04/2020,465,23
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/04/2021,1630,82
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/04/2022,1850,93
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/04/2023,1970,99
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/04/2024,2030,102
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/05/2018,1170,59
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/05/2019,1580,79
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/05/2020,550,28
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/05/2021,1860,93
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/05/2022,1610,81
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/05/2023,2060,103
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/05/2024,2215,111
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/06/2018,1130,57
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/06/2019,1660,83
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/06/2020,660,33
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/06/2021,1870,94
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/06/2022,2390,120
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/06/2023,2130,107
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/06/2024,1970,99
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/07/2018,1135,57
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/07/2019,1740,87
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/07/2020,1090,55
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/07/2021,1845,92
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/07/2022,1760,88
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/07/2023,1980,99
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/07/2024,2065,103
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/08/2018,1080,54
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/08/2019,1645,82
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/08/2020,1095,55
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/08/2021,1575,79
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/08/2022,1995,100
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/08/2023,2285,114
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/08/2024,2015,101
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/09/2018,1145,57
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/09/2019,1705,85
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/09/2020,1280,64
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/09/2021,1505,75
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/09/2022,2165,108
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/09/2023,2195,110
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/09/2024,1995,100
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/10/2018,1175,59
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/10/2019,1765,88
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/10/2020,1575,79
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/10/2021,1525,76
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/10/2022,2240,112
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/10/2023,2310,116
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/10/2024,2360,118
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/11/2018,1170,59
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/11/2019,1835,92
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/11/2020,1650,83
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/11/2021,1460,73
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/11/2022,2250,113
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/11/2023,2145,107
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/11/2024,2125,106
Y54,#N/A,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/12/2018,1145,57
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/12/2019,1745,87
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/12/2020,1690,85
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/12/2021,1350,68
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/12/2022,1890,95
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/12/2023,1730,87
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,01/12/2024,1895,95
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/04/2016,1940,97
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/05/2016,2040,102
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/06/2016,2015,101
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/07/2016,2225,111
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/08/2016,2670,134
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/09/2016,2760,138
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/10/2016,2335,117
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/11/2016,2575,129
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/12/2016,2315,116
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/01/2017,2520,126
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/02/2017,2145,107
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/03/2017,2730,137
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/04/2017,2350,118
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/05/2017,2435,122
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/06/2017,2475,124
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/07/2017,2835,142
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/08/2017,2895,145
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/09/2017,2795,140
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/10/2017,2580,129
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/11/2017,2720,136
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/12/2017,2260,113
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/01/2018,2760,138
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/02/2018,2510,126
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/03/2018,2480,124
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust, 01/04/2018,2620,131
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/01/2019,2985,149
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/01/2020,3020,151
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/01/2021,2330,117
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/01/2022,2725,136
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/01/2023,3290,165
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/01/2024,3720,186
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/01/2025,3900,195
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/02/2019,2630,132
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/02/2020,2845,142
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/02/2021,2390,120
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/02/2022,2605,130
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/02/2023,3170,159
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/02/2024,3640,182
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/02/2025,3880,194
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/03/2019,3035,152
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/03/2020,2490,125
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/03/2021,2685,134
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/03/2022,3075,154
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/03/2023,3370,169
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/03/2024,3890,195
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/03/2025,4235,212
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/04/2019,2795,140
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/04/2020,665,33
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/04/2021,2525,126
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/04/2022,2640,132
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/04/2023,3205,160
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/04/2024,3705,185
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/05/2018,2830,142
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/05/2019,3000,150
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/05/2020,930,47
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/05/2021,2670,134
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/05/2022,2860,143
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/05/2023,3360,168
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/05/2024,3970,199
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/06/2018,2980,149
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/06/2019,2895,145
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/06/2020,1340,67
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/06/2021,3135,157
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/06/2022,2695,135
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/06/2023,3415,171
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/06/2024,4190,210
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/07/2018,2720,136
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/07/2019,2905,145
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/07/2020,2350,118
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/07/2021,3390,170
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/07/2022,3095,155
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/07/2023,3530,177
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/07/2024,4360,218
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/08/2018,2695,135
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/08/2019,2640,132
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/08/2020,2485,124
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/08/2021,2920,146
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/08/2022,3145,157
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/08/2023,3540,177
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/08/2024,4255,213
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/09/2018,2810,141
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/09/2019,2720,136
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/09/2020,2765,138
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/09/2021,3055,153
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/09/2022,3105,155
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/09/2023,3515,176
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/09/2024,4210,211
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/10/2018,3055,153
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/10/2019,2795,140
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/10/2020,2970,149
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/10/2021,3190,160
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/10/2022,3330,167
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/10/2023,3615,181
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/10/2024,4460,223
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/11/2018,3145,157
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/11/2019,2870,144
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/11/2020,3075,154
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/11/2021,3130,157
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/11/2022,3410,171
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/11/2023,3740,187
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/11/2024,3950,198
Y55,#N/A,RGT,Cambridge University Hospitals NHS Foundation Trust,01/12/2018,2610,131
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/12/2019,2775,139
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/12/2020,2745,137
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/12/2021,2905,145
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/12/2022,3025,151
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/12/2023,3545,177
Y61,East of England Commissioning Region ,RGT,Cambridge University Hospitals NHS Foundation Trust,01/12/2024,3750,188
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/04/2016,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/05/2016,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/06/2016,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/07/2016,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/08/2016,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/09/2016,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/10/2016,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/11/2016,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/12/2016,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/01/2017,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/02/2017,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/03/2017,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/04/2017,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/05/2017,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/06/2017,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/07/2017,0,0
Y55,#N/A,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01/08/2017,0,0
IHCP,#N/A,NTP,Care UK,01/04/2016,1095,55
IHCP,#N/A,NTP,Care UK,01/05/2016,1160,58
IHCP,#N/A,NTP,Care UK,01/06/2016,1260,63
IHCP,#N/A,NTP,Care UK,01/07/2016,1040,52
IHCP,#N/A,NTP,Care UK,01/08/2016,1085,54
IHCP,#N/A,NTP,Care UK,01/09/2016,1135,57
IHCP,#N/A,NTP,Care UK,01/10/2016,895,45
IHCP,#N/A,NTP,Care UK,01/11/2016,905,45
IHCP,#N/A,NTP,Care UK,01/12/2016,915,46
IHCP,#N/A,NTP,Care UK,01/01/2017,920,46
IHCP,#N/A,NTP,Care UK,01/02/2017,880,44
IHCP,#N/A,NTP,Care UK,01/03/2017,1015,51
IHCP,#N/A,NTP,Care UK,01/04/2017,805,40
IHCP,#N/A,NTP,Care UK,01/05/2017,895,45
IHCP,#N/A,NTP,Care UK,01/06/2017,950,48
IHCP,#N/A,NTP,Care UK,01/07/2017,835,42
IHCP,#N/A,NTP,Care UK,01/08/2017,935,47
IHCP,#N/A,NTP,Care UK,01/09/2017,855,43
IHCP,#N/A,NTP,Care UK,01/10/2017,810,41
IHCP,#N/A,NTP,Care UK,01/11/2017,835,42
IHCP,#N/A,NTP,Care UK,01/12/2017,840,42
IHCP,#N/A,NTP,Care UK,01/01/2018,950,48
IHCP,#N/A,NTP,Care UK,01/02/2018,845,42
IHCP,#N/A,NTP,Care UK,01/03/2018,865,43
Y58,South West Commissioning Region,NTP,Care UK, 01/04/2018,140,7
Y59,South East Commissioning Region,NTP,Care UK, 01/04/2018,730,37
Y58,South West Commissioning Region,NTP,Care UK,01/01/2019,120,6
Y59,South East Commissioning Region,NTP,Care UK,01/01/2019,910,46
Y58,South West Commissioning Region,NTP,Care UK,01/01/2020,145,7
Y59,South East Commissioning Region,NTP,Care UK,01/01/2020,955,48
Y58,South West Commissioning Region,NTP,Care UK,01/02/2019,110,6
Y59,South East Commissioning Region,NTP,Care UK,01/02/2019,880,44
Y58,South West Commissioning Region,NTP,Care UK,01/02/2020,105,5
Y59,South East Commissioning Region,NTP,Care UK,01/02/2020,960,48
Y58,South West Commissioning Region,NTP,Care UK,01/03/2019,110,6
Y59,South East Commissioning Region,NTP,Care UK,01/03/2019,855,43
Y58,South West Commissioning Region,NTP,Care UK,01/03/2020,100,5
Y59,South East Commissioning Region,NTP,Care UK,01/03/2020,970,49
Y58,South West Commissioning Region,NTP,Care UK,01/04/2019,120,6
Y59,South East Commissioning Region,NTP,Care UK,01/04/2019,785,39
Y58,South West Commissioning Region,NTP,Care UK,01/05/2018,145,7
Y59,South East Commissioning Region,NTP,Care UK,01/05/2018,720,36
Y58,South West Commissioning Region,NTP,Care UK,01/05/2019,110,6
Y59,South East Commissioning Region,NTP,Care UK,01/05/2019,865,43
Y58,South West Commissioning Region,NTP,Care UK,01/06/2018,155,8
Y59,South East Commissioning Region,NTP,Care UK,01/06/2018,800,40
Y58,South West Commissioning Region,NTP,Care UK,01/06/2019,90,5
Y59,South East Commissioning Region,NTP,Care UK,01/06/2019,865,43
Y58,South West Commissioning Region,NTP,Care UK,01/07/2018,155,8
Y59,South East Commissioning Region,NTP,Care UK,01/07/2018,950,48
Y58,South West Commissioning Region,NTP,Care UK,01/07/2019,135,7
Y59,South East Commissioning Region,NTP,Care UK,01/07/2019,970,49
Y58,South West Commissioning Region,NTP,Care UK,01/08/2018,140,7
Y59,South East Commissioning Region,NTP,Care UK,01/08/2018,890,45
Y58,South West Commissioning Region,NTP,Care UK,01/08/2019,170,9
Y59,South East Commissioning Region,NTP,Care UK,01/08/2019,970,49
Y58,South West Commissioning Region,NTP,Care UK,01/09/2018,125,6
Y59,South East Commissioning Region,NTP,Care UK,01/09/2018,930,47
Y58,South West Commissioning Region,NTP,Care UK,01/09/2019,115,6
Y59,South East Commissioning Region,NTP,Care UK,01/09/2019,915,46
Y58,South West Commissioning Region,NTP,Care UK,01/10/2018,195,10
Y59,South East Commissioning Region,NTP,Care UK,01/10/2018,960,48
Y58,South West Commissioning Region,NTP,Care UK,01/10/2019,155,8
Y59,South East Commissioning Region,NTP,Care UK,01/10/2019,950,48
Y58,South West Commissioning Region,NTP,Care UK,01/11/2018,125,6
Y59,South East Commissioning Region,NTP,Care UK,01/11/2018,900,45
Y58,South West Commissioning Region,NTP,Care UK,01/11/2019,120,6
Y59,South East Commissioning Region,NTP,Care UK,01/11/2019,945,47
Y58,South West Commissioning Region,NTP,Care UK,01/12/2018,90,5
Y59,South East Commissioning Region,NTP,Care UK,01/12/2018,895,45
Y58,South West Commissioning Region,NTP,Care UK,01/12/2019,95,5
Y59,South East Commissioning Region,NTP,Care UK,01/12/2019,925,46
Y54,#N/A,RW3,Central Manchester University Hospitals NHS Foundation Trust,01/04/2016,2000,100
Y54,#N/A,RW3,Central Manchester University Hospitals NHS Foundation Trust,01/05/2016,1975,99
Y54,#N/A,RW3,Central Manchester University Hospitals NHS Foundation Trust,01/06/2016,2165,108
Y54,#N/A,RW3,Central Manchester University Hospitals NHS Foundation Trust,01/07/2016,2030,102
Y54,#N/A,RW3,Central Manchester University Hospitals NHS Foundation Trust,01/08/2016,2115,106
Y54,#N/A,RW3,Central Manchester University Hospitals NHS Foundation Trust,01/09/2016,2165,108
Y54,#N/A,RW3,Central Manchester University Hospitals NHS Foundation Trust,01/10/2016,2055,103
Y54,#N/A,RW3,Central Manchester University Hospitals NHS Foundation Trust,01/11/2016,2165,108
Y54,#N/A,RW3,Central Manchester University Hospitals NHS Foundation Trust,01/12/2016,1970,99
