Region,RegionName,Org Code,Provider name,Date,Median Days Test to Report
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,01/02/2020,1
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,01/03/2020,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/04/2020,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/05/2020,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/06/2020,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/07/2020,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/08/2020,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/09/2020,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/10/2020,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/11/2020,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/12/2020,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/01/2021,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/02/2021,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/03/2021,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/04/2021,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/05/2021,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/06/2021,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/07/2021,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/08/2021,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/09/2021,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/10/2021,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/11/2021,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/12/2021,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/01/2022,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/02/2022,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/03/2022,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/04/2022,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/05/2022,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/06/2022,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/07/2022,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/08/2022,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/09/2022,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/10/2022,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/11/2022,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/12/2022,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/01/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/02/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/03/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/04/2023,2
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/05/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/06/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/07/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/08/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/09/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/10/2023,2
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/11/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/12/2023,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/01/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/02/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/03/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/04/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/05/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/06/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/07/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/08/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/09/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/10/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/11/2024,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/12/2024,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/01/2025,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/02/2025,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/03/2025,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/04/16,1
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/05/16,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/06/16,1
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/07/16,1
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/08/16,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/09/16,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/10/16,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/11/16,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/12/16,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/01/17,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/02/17,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/03/17,1
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/04/17,1
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/05/17,2
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/06/17,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/07/17,1
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/07/17,1
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/08/17,1
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/09/17,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/10/17,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/11/17,0.5
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/12/17,1
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/01/18,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/02/18,0
Y57,#N/A,RN3,Great Western Hospitals NHS Foundation Trust,01/03/18,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust, 01/04/2018,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/05/2018,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/06/2018,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/07/2018,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/08/2018,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/09/2018,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/10/2018,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/11/2018,0
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/12/2018,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/01/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/02/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/03/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/04/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/05/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/06/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/07/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/08/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/09/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/10/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/11/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/12/2019,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/01/2020,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/02/2020,1
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,01/03/2020,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/04/2020,0
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/05/2020,0
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/06/2020,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/2020,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/08/2020,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/09/2020,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/10/2020,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/11/2020,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/12/2020,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/01/2021,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/02/2021,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/03/2021,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/04/2021,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/05/2021,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/06/2021,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/2021,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/08/2021,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/09/2021,3
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/10/2021,3
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/11/2021,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/12/2021,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/01/2022,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/02/2022,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/03/2022,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/04/2022,3
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/05/2022,3
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/06/2022,4
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/2022,6
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/08/2022,3
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/09/2022,4
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/10/2022,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/11/2022,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/12/2022,4
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/01/2023,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/02/2023,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/03/2023,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/04/2023,3
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/05/2023,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/06/2023,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/2023,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/08/2023,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/09/2023,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/04/2024,4
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/05/2024,4
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/06/2024,4
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/2024,4
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/08/2024,5
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/09/2024,6
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/10/2024,6
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/11/2024,6
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/12/2024,6
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/01/2025,7
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/02/2025,6
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/03/2025,6
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/04/16,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/05/16,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/06/16,
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/16,
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/08/16,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/09/16,
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/10/16,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/11/16,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/12/16,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/01/17,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/02/17,
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/03/17,
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/04/17,
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/05/17,
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/06/17,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/17,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/17,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/08/17,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/09/17,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/10/17,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/11/17,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/12/17,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/01/18,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/02/18,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/03/18,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust, 01/04/2018,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/05/2018,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/06/2018,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/2018,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/08/2018,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/09/2018,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/10/2018,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/11/2018,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/12/2018,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/01/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/02/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/03/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/04/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/05/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/06/2019,3
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/07/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/08/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/09/2019,1
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/10/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/11/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/12/2019,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/01/2020,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/02/2020,2
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,01/03/2020,2
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/04/2024,6
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/05/2024,5
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/06/2024,7
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/07/2024,7
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/08/2024,4
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/09/2024,5
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/10/2024,4
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/11/2024,4
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/12/2024,5
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/01/2025,5
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/02/2025,4
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,01/03/2025,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/04/2020,1
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/05/2020,3
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/06/2020,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/07/2020,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/08/2020,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/09/2020,3
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/10/2020,3
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/11/2020,3
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/12/2020,3
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/01/2021,3
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/02/2021,3
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/03/2021,3
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/04/2021,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/05/2021,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/06/2021,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/07/2021,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/08/2021,8
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/09/2021,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/10/2021,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/11/2021,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/12/2021,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/01/2022,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/02/2022,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/03/2022,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/04/2022,7
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/05/2022,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/06/2022,8
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/07/2022,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/08/2022,7
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/09/2022,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/10/2022,7
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/11/2022,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/12/2022,7
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/01/2023,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/02/2023,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/03/2023,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/04/2023,7
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/05/2023,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/06/2023,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/07/2023,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/08/2023,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/09/2023,8
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/10/2023,9
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/11/2023,7
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/12/2023,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/01/2024,7
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/02/2024,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/03/2024,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/04/2024,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/05/2024,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/06/2024,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/07/2024,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/08/2024,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/09/2024,7
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/10/2024,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/11/2024,5
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/12/2024,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/01/2025,4
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/02/2025,6
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,01/03/2025,3
Y57,#N/A,RN5,Hampshire Hospitals NHS Foundation Trust,01/04/16,10
Y57,#N/A,RN5,Hampshire Hospitals NHS Foundation Trust,01/05/16,10
Y57,#N/A,RN5,Hampshire Hospitals NHS Foundation Trust,01/06/16,10
Y57,#N/A,RN5,Hampshire Hospitals NHS Foundation Trust,01/07/16,10
Y57,#N/A,RN5,Hampshire Hospitals NHS Foundation Trust,01/08/16,8
Y57,#N/A,RN5,Hampshire Hospitals NHS Foundation Trust,01/09/16,8
Y57,#N/A,RN5,Hampshire Hospitals NHS Foundation Trust,01/10/16,7
