Region,Org Code,Provider name,Modality,Date,Median Days Request to Test
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/05/2022,12
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/06/2022,10
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/07/2022,12
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/08/2022,13
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/09/2022,20
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/10/2022,7
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/11/2022,7
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/12/2022,3
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/09/2023,13
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/10/2023,22
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/11/2023,29
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/03/2024,17
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/04/2024,14
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/05/2024,10
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/06/2024,7
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/10/2024,10
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/11/2024,13
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/12/2024,18
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/01/2025,22
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/02/2025,19
Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,01/03/2025,14
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2020,4
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2020,5
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2020,7
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2020,15
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2020,13
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2020,14
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2020,33
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2020,29
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2020,22
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2021,12
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2021,9
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2021,11
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2021,12
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2021,15
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2021,14
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2021,12
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2021,15
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2021,22
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2021,30
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2021,39
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2021,41
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2022,62
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2022,485
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2022,62
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2022,62
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2022,55
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2022,36
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2022,32
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2022,41
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2022,36
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2022,29
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2022,26
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2022,25
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2023,26
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2023,20
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2023,18
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2023,21
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2023,16
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2023,18
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2023,18
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2023,14
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2023,13
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2023,10
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2023,8
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2023,12
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2024,16
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2024,15
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2024,17
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2024,20
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2024,21
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2024,22
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2024,25
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2024,30
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2024,34
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2024,32
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2024,33
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2024,36
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2025,41
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2025,28
Y63,RWY,Calderdale and Huddersfield NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2025,43
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2020,6
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2020,5
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2020,7
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2020,14
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2020,27
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2020,43
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2020,30
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2020,28
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2020,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2021,28
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2021,20
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2021,16
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2021,23
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2021,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2021,30
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2021,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2021,21
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2021,21
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2021,13
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2021,20
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2021,205
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2022,23
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2022,20
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2022,21
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2022,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2022,21
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2022,23
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2022,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2022,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2022,23
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2022,23
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2022,19
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2022,15
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2023,21
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2023,17
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2023,19
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2023,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2023,21
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2023,25
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2023,25
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2023,26
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2023,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2023,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2023,22
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2023,27
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2024,27
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2024,18
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2024,18
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2024,20
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2024,20
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2024,27
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2024,27
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2024,24
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2024,17
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2024,13
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2024,13
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2024,14
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2025,19
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2025,19
Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2025,19
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2020,4
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2020,5
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2020,19
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2020,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2020,20
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2020,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2020,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2020,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2020,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2021,14
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2021,2
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2021,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2021,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2021,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2021,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2021,14
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2021,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2021,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2021,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2021,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2021,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2022,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2023,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2024,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2025,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2025,0
Y56,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2025,0
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2020,9
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2020,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2020,11
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2020,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2020,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2020,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2020,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2020,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2020,14
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2021,215
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2021,14
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2021,13
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2021,16
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2021,17
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2021,18
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2021,17
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2021,23
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2021,18
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2021,19
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2021,19
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2021,18
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2022,25
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2022,17
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2022,20
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2022,25
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2022,22
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2022,22
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2022,21.5
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2022,15
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2022,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2022,10
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2022,11
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2022,10
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2023,8
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2023,13
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2023,14
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2023,13
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2023,11
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2023,11
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2023,13
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2023,11
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2023,10
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2023,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2023,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2023,14
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2024,12
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2024,13
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2024,13
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2024,10
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2024,14
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2024,15
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2024,11
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2024,8
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2024,5
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2024,5
Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2024,5
